[0;34m📥 Dependency downloads[0m
2026-04-26T10:25:30.624-0700	INFO	livekit	client/client.go:1183	handling server answer	{"participant": "c1"}
2026-04-26T10:25:30.625-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable
2026-04-26T10:25:30.625-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:1117	Ignoring remote candidate with disabled network type tcp4: tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)
2026-04-26T10:25:30.626-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:1117	Ignoring remote candidate with disabled network type tcp4: tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)
2026-04-26T10:25:31.480-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Connected	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c1", "participantID": "PA_Fmg7C4aeqzCY", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.480-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: connected	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c1", "participantID": "PA_Fmg7C4aeqzCY", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.481-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Connected
2026-04-26T10:25:31.481-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: connected
2026-04-26T10:25:31.499-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connected
2026-04-26T10:25:31.500-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connected	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c1", "participantID": "PA_Fmg7C4aeqzCY", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.505-0700	INFO	livekit.transport	rtc/transport.go:879	unlabeled datachannel added	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c1", "participantID": "PA_Fmg7C4aeqzCY", "remote": false, "transport": "PUBLISHER", "label": "pubraw"}
2026-04-26T10:25:31.508-0700	INFO	livekit.pub	rtc/participant.go:2274	mediaTrack published	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c1", "participantID": "PA_Fmg7C4aeqzCY", "remote": false, "kind": "audio", "trackID": "TR_AUke3QjkzrpqS", "webrtcTrackID": "audio", "rid": "", "ssrc": 4211430430, "rtxSsrc": 0, "mime": "audio/opus", "trackInfo": {"sid": "TR_AUke3QjkzrpqS", "type": "AUDIO", "name": "<redacted>", "source": "UNKNOWN", "mimeType": "audio/opus", "mid": "0", "codecs": [{"mimeType": "audio/opus", "mid": "0", "cid": "audio", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "unknown", "version": {"unixMicro": 1777224331501442}, "backupCodecPolicy": "SIMULCAST"}, "fromSdp": true, "isReceiverAdded": true, "sdpRids": ["", "", ""]}
2026-04-26T10:25:31.516-0700	INFO	livekit.pub	rtc/participant.go:2274	mediaTrack published	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c1", "participantID": "PA_Fmg7C4aeqzCY", "remote": false, "kind": "video", "trackID": "TR_V4xKeSVbYDRwf", "webrtcTrackID": "video", "rid": "", "ssrc": 2802942098, "rtxSsrc": 0, "mime": "video/VP8", "trackInfo": {"sid": "TR_V4xKeSVbYDRwf", "type": "VIDEO", "name": "<redacted>", "source": "UNKNOWN", "mimeType": "video/VP8", "mid": "1", "codecs": [{"mimeType": "video/VP8", "mid": "1", "cid": "video", "videoLayerMode": "ONE_SPATIAL_LAYER_PER_STREAM"}], "encryption": "NONE", "stream": "unknown", "version": {"unixMicro": 1777224331512768}, "backupCodecPolicy": "PREFER_REGRESSION"}, "fromSdp": false, "isReceiverAdded": true, "sdpRids": ["", "", ""]}
2026-04-26T10:25:31.527-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-local-offer	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "SUBSCRIBER"}
2026-04-26T10:25:31.529-0700	INFO	livekit	client/client.go:559	received server offer	{"participant": "c2", "sdp": {"type":"offer","sdp":"v=0\r\no=- 352950996582200361 1777224330 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 1E:F9:E7:4C:D0:5F:3F:2A:D7:9A:36:DE:79:78:A7:B1:0E:EA:BA:B9:DC:31:7D:49:EB:2B:34:35:C2:AD:58:DC\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0 1 2\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:zEEUDIKSELKXXJHH\r\na=ice-pwd:brWrqWgPBmMfoFFWBlwQMkEIytwgJbXJ\r\na=candidate:1167932027 1 tcp 1671430143 172.17.0.5 7881 typ host tcptype passive ufrag zEEUDIKSELKXXJHH\r\na=candidate:1167932027 2 tcp 1671430143 172.17.0.5 7881 typ host tcptype passive ufrag zEEUDIKSELKXXJHH\r\na=candidate:4167977883 1 udp 2130706431 172.17.0.5 54324 typ host ufrag zEEUDIKSELKXXJHH\r\na=candidate:4167977883 2 udp 2130706431 172.17.0.5 54324 typ host ufra
g zEEUDIKSELKXXJHH\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 57511 typ srflx raddr 0.0.0.0 rport 57511 ufrag zEEUDIKSELKXXJHH\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 57511 typ srflx raddr 0.0.0.0 rport 57511 ufrag zEEUDIKSELKXXJHH\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 59061 typ srflx raddr 0.0.0.0 rport 59061 ufrag zEEUDIKSELKXXJHH\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 59061 typ srflx raddr 0.0.0.0 rport 59061 ufrag zEEUDIKSELKXXJHH\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 58172 typ srflx raddr 0.0.0.0 rport 58172 ufrag zEEUDIKSELKXXJHH\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 58172 typ srflx raddr 0.0.0.0 rport 58172 ufrag zEEUDIKSELKXXJHH\r\na=end-of-candidates\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111 63 0 8\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:1\r\na=ice-ufrag:zEEUDIKSELKXXJHH\r\na=ice-pwd:brWrqWgPBmMfoFFWBlwQMkEIytwgJbXJ\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:111 opus/48000/2\r\na=fmtp
:111 minptime=10;useinbandfec=1\r\na=rtcp-fb:111 nack\r\na=rtpmap:63 red/48000/2\r\na=fmtp:63 111/111\r\na=rtpmap:0 PCMU/8000\r\na=rtcp-fb:0 nack\r\na=rtpmap:8 PCMA/8000\r\na=rtcp-fb:8 nack\r\na=extmap:2 http://www.webrtc.org/experiments/rtp-hdrext/abs-capture-time\r\na=ssrc:1733137921 cname:PA_Fmg7C4aeqzCY|TR_AUke3QjkzrpqS\r\na=ssrc:1733137921 msid:PA_Fmg7C4aeqzCY|TR_AUke3QjkzrpqS TR_AUke3QjkzrpqS\r\na=ssrc:1733137921 mslabel:PA_Fmg7C4aeqzCY|TR_AUke3QjkzrpqS\r\na=ssrc:1733137921 label:TR_AUke3QjkzrpqS\r\na=msid:PA_Fmg7C4aeqzCY|TR_AUke3QjkzrpqS TR_AUke3QjkzrpqS\r\na=sendrecv\r\nm=video 9 UDP/TLS/RTP/SAVPF 96 97 98 99 100 101 125 126 108 109 35 36 116 117\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:2\r\na=ice-ufrag:zEEUDIKSELKXXJHH\r\na=ice-pwd:brWrqWgPBmMfoFFWBlwQMkEIytwgJbXJ\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:96 VP8/90000\r\na=rtcp-fb:96 ccm fir\r\na=rtcp-fb:96 nack\r\na=rtcp-fb:96 nack pli\r\na=rtcp-fb:96 goog-remb\r\na=rtpmap:97 rtx/90000\r\na=fmtp:97 apt=96\r\na=rtpmap:98 VP9/90000\r\na=fmtp:98
 profile-id=0\r\na=rtcp-fb:98 ccm fir\r\na=rtcp-fb:98 nack\r\na=rtcp-fb:98 nack pli\r\na=rtcp-fb:98 goog-remb\r\na=rtpmap:99 rtx/90000\r\na=fmtp:99 apt=98\r\na=rtpmap:100 VP9/90000\r\na=fmtp:100 profile-id=1\r\na=rtcp-fb:100 ccm fir\r\na=rtcp-fb:100 nack\r\na=rtcp-fb:100 nack pli\r\na=rtcp-fb:100 goog-remb\r\na=rtpmap:101 rtx/90000\r\na=fmtp:101 apt=100\r\na=rtpmap:125 H264/90000\r\na=fmtp:125 level-asymmetry-allowed=1;packetization-mode=0;profile-level-id=42e01f\r\na=rtcp-fb:125 ccm fir\r\na=rtcp-fb:125 nack\r\na=rtcp-fb:125 nack pli\r\na=rtcp-fb:125 goog-remb\r\na=rtpmap:126 rtx/90000\r\na=fmtp:126 apt=125\r\na=rtpmap:108 H264/90000\r\na=fmtp:108 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=42e01f\r\na=rtcp-fb:108 ccm fir\r\na=rtcp-fb:108 nack\r\na=rtcp-fb:108 nack pli\r\na=rtcp-fb:108 goog-remb\r\na=rtpmap:109 rtx/90000\r\na=fmtp:109 apt=108\r\na=rtpmap:35 AV1/90000\r\na=rtcp-fb:35 ccm fir\r\na=rtcp-fb:35 nack\r\na=rtcp-fb:35 nack pli\r\na=rtcp-fb:35 goog-remb\r\na=rtpmap:36 rtx/90000\r\
na=fmtp:36 apt=35\r\na=rtpmap:116 H265/90000\r\na=rtcp-fb:116 ccm fir\r\na=rtcp-fb:116 nack\r\na=rtcp-fb:116 nack pli\r\na=rtcp-fb:116 goog-remb\r\na=rtpmap:117 rtx/90000\r\na=fmtp:117 apt=116\r\na=extmap:1 https://aomediacodec.github.io/av1-rtp-spec/#dependency-descriptor-rtp-header-extension\r\na=extmap:2 http://www.webrtc.org/experiments/rtp-hdrext/abs-capture-time\r\na=extmap:3 http://www.webrtc.org/experiments/rtp-hdrext/abs-send-time\r\na=ssrc-group:FID 3854891649 267898726\r\na=ssrc:3854891649 cname:PA_Fmg7C4aeqzCY|TR_V4xKeSVbYDRwf\r\na=ssrc:3854891649 msid:PA_Fmg7C4aeqzCY|TR_V4xKeSVbYDRwf TR_V4xKeSVbYDRwf\r\na=ssrc:3854891649 mslabel:PA_Fmg7C4aeqzCY|TR_V4xKeSVbYDRwf\r\na=ssrc:3854891649 label:TR_V4xKeSVbYDRwf\r\na=ssrc:267898726 cname:PA_Fmg7C4aeqzCY|TR_V4xKeSVbYDRwf\r\na=ssrc:267898726 msid:PA_Fmg7C4aeqzCY|TR_V4xKeSVbYDRwf TR_V4xKeSVbYDRwf\r\na=ssrc:267898726 mslabel:PA_Fmg7C4aeqzCY|TR_V4xKeSVbYDRwf\r\na=ssrc:267898726 label:TR_V4xKeSVbYDRwf\r\na=msid:PA_Fmg7C4aeqzCY|TR_V4xKeSVbYDRwf TR_V4xKeSVbYDRwf
\r\na=sendrecv\r\n"}, "offerId": 88, "midToTrackID": {"1":"TR_AUke3QjkzrpqS","2":"TR_V4xKeSVbYDRwf"}}
2026-04-26T10:25:31.530-0700	INFO	livekit	client/client.go:1176	handling server offer	{"participant": "c2"}
2026-04-26T10:25:31.533-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-remote-offer
2026-04-26T10:25:31.541-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:1117	Ignoring remote candidate with disabled network type tcp4: tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)
2026-04-26T10:25:31.542-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:1117	Ignoring remote candidate with disabled network type tcp4: tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)
2026-04-26T10:25:31.544-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable
2026-04-26T10:25:31.545-0700	INFO	livekit	client/client.go:1276	client added track	{"participant": "c2", "participantID": "PA_TKiVASgGHXqm", "publisherID": "PA_Fmg7C4aeqzCY", "trackID": "TR_AUke3QjkzrpqS", "codec": {"MimeType":"","ClockRate":0,"Channels":0,"SDPFmtpLine":"","RTCPFeedback":null,"PayloadType":0}, "ssrc": 1733137921}
2026-04-26T10:25:31.546-0700	INFO	livekit	client/client.go:1276	client added track	{"participant": "c2", "participantID": "PA_TKiVASgGHXqm", "publisherID": "PA_Fmg7C4aeqzCY", "trackID": "TR_V4xKeSVbYDRwf", "codec": {"MimeType":"","ClockRate":0,"Channels":0,"SDPFmtpLine":"","RTCPFeedback":null,"PayloadType":0}, "ssrc": 3854891649}
2026-04-26T10:25:31.546-0700	INFO	livekit	client/client.go:451	sending subscriber answer	{"participant": "c2", "sdp": {"type":"answer","sdp":"v=0\r\no=- 3653267625061714470 1777224330 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 66:41:E2:7C:FF:4F:1B:E1:07:3E:82:B3:44:F3:D7:19:A5:C4:7E:99:C6:AC:B6:EE:8E:77:B3:7B:29:4E:C8:4F\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0 1 2\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:1073741823\r\na=ice-ufrag:GfOMongrqGeckrfO\r\na=ice-pwd:lcelGTslQkOAbeWpqLPnVuXteqprmIEn\r\na=candidate:4167977883 1 udp 2130706431 172.17.0.5 54298 typ host ufrag GfOMongrqGeckrfO\r\na=candidate:4167977883 2 udp 2130706431 172.17.0.5 54298 typ host ufrag GfOMongrqGeckrfO\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 48585 typ srflx raddr 0.0.0.0 rport 48585 ufrag GfOMongrqGeckrfO\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 48
585 typ srflx raddr 0.0.0.0 rport 48585 ufrag GfOMongrqGeckrfO\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 58441 typ srflx raddr 0.0.0.0 rport 58441 ufrag GfOMongrqGeckrfO\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 58441 typ srflx raddr 0.0.0.0 rport 58441 ufrag GfOMongrqGeckrfO\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 48364 typ srflx raddr 0.0.0.0 rport 48364 ufrag GfOMongrqGeckrfO\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 48364 typ srflx raddr 0.0.0.0 rport 48364 ufrag GfOMongrqGeckrfO\r\na=end-of-candidates\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:1\r\na=ice-ufrag:GfOMongrqGeckrfO\r\na=ice-pwd:lcelGTslQkOAbeWpqLPnVuXteqprmIEn\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:111 opus/48000/2\r\na=fmtp:111 minptime=10;useinbandfec=1\r\na=recvonly\r\nm=video 9 UDP/TLS/RTP/SAVPF 96 125 108\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:2\r\na=ice-ufrag:GfOMongrqGeckrfO\r\na=ice-pwd:lcelGTslQkOAbeWpqLPnVuXteqprmI
En\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:96 VP8/90000\r\na=rtpmap:125 H264/90000\r\na=fmtp:125 level-asymmetry-allowed=1;packetization-mode=0;profile-level-id=42e01f\r\na=rtpmap:108 H264/90000\r\na=fmtp:108 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=42e01f\r\na=recvonly\r\n"}}
2026-04-26T10:25:31.550-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "SUBSCRIBER"}
2026-04-26T10:25:31.554-0700	INFO	livekit	client/client.go:1320	consumed from participant	{"participant": "c2", "participantID": "PA_TKiVASgGHXqm", "publisherID": "PA_Fmg7C4aeqzCY", "trackID": "TR_V4xKeSVbYDRwf", "size": 20}
2026-04-26T10:25:31.563-0700	INFO	livekit	client/client.go:1320	consumed from participant	{"participant": "c2", "participantID": "PA_TKiVASgGHXqm", "publisherID": "PA_Fmg7C4aeqzCY", "trackID": "TR_AUke3QjkzrpqS", "size": 17}
2026-04-26T10:25:31.716-0700	INFO	livekit.agents	service/agentservice.go:407	assigned job to worker	{"jobID": "AJ_RaP4fiHuJFib", "namespace": "default", "agentName": "", "jobType": "JT_PUBLISHER", "room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c1", "workerID": "AW_6xFEvqiamnyL", "apiKey": "apikey"}
2026-04-26T10:25:31.786-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-local-offer
2026-04-26T10:25:31.787-0700	INFO	livekit	client/client.go:1222	starting negotiation	{"participant": "c2"}
2026-04-26T10:25:31.787-0700	INFO	livekit	client/client.go:1223	sending publisher offer	{"participant": "c2", "offer": {"type":"offer","sdp":"v=0\r\no=- 1727167992684603681 1777224331 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 EE:8E:D5:D3:F3:1C:E1:4C:D1:58:04:DA:AF:88:D1:0E:8F:80:68:41:6D:FE:95:7B:2F:F3:8C:3A:E0:50:A3:82\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0 1 2\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=ice-ufrag:ZsgNpSoQessnnLjM\r\na=ice-pwd:NRocediPmBsHskdtCuNgPsYRlbOXWXsQ\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:111 opus/48000/2\r\na=fmtp:111 minptime=10;useinbandfec=1\r\na=ssrc:350658478 cname:micro\r\na=ssrc:350658478 msid:micro audio\r\na=ssrc:350658478 mslabel:micro\r\na=ssrc:350658478 label:audio\r\na=msid:micro audio\r\na=sendrecv\r\nm=video 9 UDP/TLS/RTP/SAVPF 96 125 108\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:1\r\na=ice-ufrag:ZsgNpSoQessnnLjM\r\na=ice-pwd:NRocediPmBsHskdtCuNgPsYRlbOXWXsQ\r\na=rtcp-m
ux\r\na=rtcp-rsize\r\na=rtpmap:96 VP8/90000\r\na=rtpmap:125 H264/90000\r\na=fmtp:125 level-asymmetry-allowed=1;packetization-mode=0;profile-level-id=42e01f\r\na=rtpmap:108 H264/90000\r\na=fmtp:108 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=42e01f\r\na=ssrc:845687374 cname:webcam\r\na=ssrc:845687374 msid:webcam video\r\na=ssrc:845687374 mslabel:webcam\r\na=ssrc:845687374 label:video\r\na=msid:webcam video\r\na=sendrecv\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:2\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:1073741823\r\na=ice-ufrag:ZsgNpSoQessnnLjM\r\na=ice-pwd:NRocediPmBsHskdtCuNgPsYRlbOXWXsQ\r\n"}, "midToTrackID": {"0":"audio","1":"video"}}
2026-04-26T10:25:31.788-0700	WARN	livekit.pion.ice	v4@v4.2.2/gather.go:101	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:35595->[2001:4860:4864:5:8000::1]:19302: sendto: cannot assign requested address
2026-04-26T10:25:31.788-0700	WARN	livekit.pion.ice	v4@v4.2.2/gather.go:101	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:44118->[2001:4860:4864:5:8000::1]:19302: sendto: cannot assign requested address
2026-04-26T10:25:31.790-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-remote-offer	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.792-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Checking	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.793-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.793-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: checking	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.793-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connecting	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.794-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.795-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.795-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.796-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/gather.go:101	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:53299->[2001:4860:4864:5:8000::1]:19302: sendto: cannot assign requested address	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.796-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/gather.go:101	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:50045->[2001:4860:4864:5:8000::1]:19302: sendto: cannot assign requested address	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.797-0700	INFO	livekit	client/client.go:550	received server answer	{"participant": "c2", "answer": "v=0\r\no=- 1238209240603917184 1777224331 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 BA:FA:17:FA:1C:09:41:62:4F:9D:C0:06:81:0F:5F:D9:C7:46:4D:E0:7F:EF:71:46:24:DC:32:1A:7C:A9:7D:3A\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0 1 2\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=ice-ufrag:cMyglrqhoBqzMyZw\r\na=ice-pwd:nwQVCkRiKiMeifKinariLDFoDHJbsSFY\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:111 opus/48000/2\r\na=fmtp:111 minptime=10;useinbandfec=1;usedtx=1\r\na=recvonly\r\nm=video 9 UDP/TLS/RTP/SAVPF 96 125 108\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:1\r\na=ice-ufrag:cMyglrqhoBqzMyZw\r\na=ice-pwd:nwQVCkRiKiMeifKinariLDFoDHJbsSFY\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:96 VP8/90000\r\na=rtpmap:125 H264/90000\r\na=fmtp:125 level-asymmetry-allowed=1;packetization-mode=0;profile-level-id=42e01f\r\na=rtpmap:108 H
264/90000\r\na=fmtp:108 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=42e01f\r\na=recvonly\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:2\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:cMyglrqhoBqzMyZw\r\na=ice-pwd:nwQVCkRiKiMeifKinariLDFoDHJbsSFY\r\n"}
2026-04-26T10:25:31.798-0700	INFO	livekit	client/client.go:1183	handling server answer	{"participant": "c2"}
2026-04-26T10:25:31.798-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable
2026-04-26T10:25:31.799-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Checking
2026-04-26T10:25:31.799-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: checking
2026-04-26T10:25:31.800-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connecting
2026-04-26T10:25:31.802-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Connected	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.802-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: connected	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:31.803-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Connected
2026-04-26T10:25:31.803-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: connected
2026-04-26T10:25:31.809-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:1117	Ignoring remote candidate with disabled network type tcp4: tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)
2026-04-26T10:25:31.819-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connected	{"room": "mytestroom", "roomID": "RM_oDLgukRXgdSp", "participant": "c2", "participantID": "PA_TKiVASgGHXqm", "remote": false, "transport": "PUBLISHER"}
